City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,bubaque,11.2833,-15.8333,27.37,78,90,2.71,GW,1685372867
368,severo-kurilsk,50.6789,156.125,4.76,97,94,6.49,RU,1685372868
369,zarubino,42.63,131.0922,11.41,77,9,2.06,RU,1685372869
370,leeton,-34.5667,146.4,8.94,85,96,0.98,AU,1685372869
371,golfito,8.639,-83.166,29.34,72,63,0.64,CR,1685372870
372,ust-tsilma,65.441,52.1498,10.37,94,100,3.08,RU,1685372870
373,atambua,-9.1061,124.8925,19.88,88,59,2.55,ID,1685372871
374,pevek,69.7008,170.3133,-1.15,93,100,10.21,RU,1685372695
375,biak,-0.9131,122.8766,24.75,84,7,2.12,ID,1685372871
376,natchitoches,31.7668,-93.1335,27.47,65,0,0.0,US,1685372872
377,vestmannaeyjar,63.4427,-20.2734,9.55,93,100,7.2,IS,1685372604
378,beloha,-25.1667,45.05,22.31,68,0,3.92,MG,1685372873
379,xichang,27.8964,102.2634,23.76,37,0,1.25,CN,1685372873
380,paita,-5.0892,-81.1144,24.71,73,51,5.31,PE,1685372874
381,port huron,42.9709,-82.4249,25.57,44,0,3.6,US,1685372766
382,vardo,70.3705,31.1107,7.99,76,20,3.09,NO,1685372874
383,skibbereen,51.55,-9.2667,16.82,70,100,3.25,IE,1685372456
384,tateyama,34.9833,139.8667,19.96,94,75,0.51,JP,1685372875
385,yazykovo,55.2199,56.1353,20.93,73,44,1.86,RU,1685372875
386,denpasar,-8.65,115.2167,26.81,83,40,6.17,ID,1685372783
387,simbahan,6.3032,120.5836,28.6,79,76,4.59,PH,1685372876
388,batagay,67.6333,134.6333,9.48,81,34,0.68,RU,1685372876
389,jardim,-21.4803,-56.1381,20.87,94,100,1.97,BR,1685372876
390,souillac,-20.5167,57.5167,25.21,73,40,3.6,MU,1685372877
391,nelson bay,-32.7167,152.15,13.33,72,41,4.47,AU,1685372701
392,fort nelson,58.8053,-122.7002,9.97,65,75,4.12,CA,1685372697
393,poum,-20.2333,164.0167,23.06,77,100,6.54,NC,1685372878
394,alekseyevsk,57.8406,108.3492,5.86,94,19,1.17,RU,1685372878
395,buritizeiro,-17.3511,-44.9622,31.76,28,60,1.06,BR,1685372878
396,lonavale,18.75,73.4167,26.48,67,4,2.41,IN,1685372879
397,luderitz,-26.6481,15.1594,14.12,73,1,3.61,NA,1685372879
398,bardiyah,31.7561,25.0865,22.79,59,0,6.64,LY,1685372879
399,maraa,-1.8333,-65.3667,31.29,62,40,1.12,BR,1685372880
400,kishtwar,33.3167,75.7667,14.79,89,100,1.17,IN,1685372755
401,ostrovnoy,68.0531,39.5131,12.01,60,98,7.57,RU,1685372881
402,omsukchan,62.5333,155.8,5.21,95,100,3.45,RU,1685372881
403,saint-augustin,51.226,-58.6502,8.31,46,98,6.29,CA,1685372882
404,padang,-0.9492,100.3543,26.03,85,100,2.02,ID,1685372686
405,aklavik,68.2191,-135.0107,10.45,61,54,4.87,CA,1685372883
406,krasnyy klyuch,55.3863,56.6529,20.14,84,93,1.33,RU,1685372884
407,taltal,-25.4,-70.4833,18.59,72,14,1.54,CL,1685372884
408,archidona,37.0965,-4.3887,23.8,37,33,5.01,ES,1685372885
409,rocha,-34.4833,-54.3333,14.74,48,87,0.5,UY,1685372710
410,diamantino,-14.4086,-56.4461,26.23,67,88,2.07,BR,1685372653
411,dongdu,35.85,117.7,19.82,75,83,0.63,CN,1685372730
412,egvekinot,66.3167,-179.1667,-1.25,84,100,2.6,RU,1685372887
413,iqaluit,63.7506,-68.5145,2.85,70,75,5.14,CA,1685372628
414,trowbridge,51.3189,-2.2086,19.45,58,74,0.89,GB,1685372889
415,kaspiysk,42.8816,47.6392,21.1,73,46,3.13,RU,1685372889
416,valparaiso,-33.0393,-71.6273,16.8,68,0,1.54,CL,1685372661
417,guiyang,26.5833,106.7167,21.87,89,0,2.3,CN,1685372890
418,port-gentil,-0.7193,8.7815,26.44,77,44,7.61,GA,1685372891
419,tucurui,-3.7661,-49.6725,25.97,88,93,1.1,BR,1685372605
420,rawatsar,29.2833,74.3833,26.2,56,100,4.79,IN,1685372891
421,noumea,-22.2763,166.4572,22.78,99,100,2.29,NC,1685372893
422,rio gallegos,-51.6226,-69.2181,6.91,69,19,3.7,AR,1685372894
423,ulfborg,56.2673,8.3217,14.2,70,55,8.95,DK,1685372571
424,pombas,17.1503,-25.0201,25.88,78,53,6.4,CV,1685372895
425,perelyub,51.8667,50.3667,25.48,52,100,6.13,RU,1685372896
426,hohhot,40.8106,111.6522,16.62,83,100,2.23,CN,1685372896
427,ancud,-41.8697,-73.8203,7.15,80,100,2.63,CL,1685372897
428,mongo,12.1844,18.693,36.92,29,67,4.42,TD,1685372897
429,talnakh,69.4865,88.3972,2.26,82,4,2.3,RU,1685372898
430,necochea,-38.5473,-58.7368,10.75,58,100,5.04,AR,1685372898
431,grootfontein,-19.5667,18.1167,27.23,20,7,8.63,NA,1685372899
432,dicabisagan,17.0818,122.4157,27.12,75,100,4.34,PH,1685372752
433,guerrero negro,27.9769,-114.0611,16.83,69,92,5.59,MX,1685372900
434,songea,-10.6833,35.65,19.7,71,100,1.42,TZ,1685372901
435,waipawa,-41.4122,175.5153,14.37,78,84,5.5,NZ,1685372902
436,vanimo,-2.6741,141.3028,25.72,87,94,1.97,PG,1685372902
437,half moon bay,37.4636,-122.4286,14.9,84,100,4.12,US,1685372903
438,suhbaatar,50.2314,106.2078,15.65,36,100,1.97,MN,1685372903
439,marck,50.949,1.9433,17.76,73,99,10.34,FR,1685372903
440,charlestown,-32.95,151.6667,13.01,69,27,0.89,AU,1685372904
441,sinnamary,5.3833,-52.95,25.97,89,100,4.07,GF,1685372905
442,kristiansund,63.1115,7.732,10.36,87,75,7.2,NO,1685372905
443,takayama,36.1333,137.25,16.38,99,100,1.26,JP,1685372906
444,maceio,-9.6658,-35.7353,29.69,65,75,4.12,BR,1685372906
445,hlohovec,48.4317,17.8031,25.12,57,24,4.51,SK,1685372907
446,jacareacanga,-6.2222,-57.7528,33.99,42,18,1.75,BR,1685372908
447,umea,63.8284,20.2597,12.96,38,0,5.66,SE,1685372908
448,antalaha,-14.9003,50.2788,24.93,79,2,5.02,MG,1685372909
449,wentzville,38.8114,-90.8529,25.57,53,100,0.89,US,1685372810
450,turayf,31.6725,38.6637,21.11,70,41,7.57,SA,1685372910
451,henties bay,-22.116,14.2845,16.16,64,2,5.58,NA,1685372911
452,antipovka,49.8299,45.3122,23.3,65,60,7.48,RU,1685372911
453,pimentel,-6.8367,-79.9342,26.16,61,20,7.2,PE,1685372912
454,kajaani,64.2273,27.7285,11.03,46,20,5.66,FI,1685372914
455,hami,42.8,93.45,17.77,39,28,5.16,CN,1685372915
456,doha,25.2867,51.5333,39.17,60,0,6.69,QA,1685372915
457,helena,46.5927,-112.0361,15.69,76,0,1.54,US,1685372231
458,gazanjyk,39.2446,55.5154,35.6,11,88,7.23,TM,1685372916
459,warri,5.5167,5.75,31.65,59,86,0.75,NG,1685372917
460,ullapool,57.8987,-5.1604,14.08,58,20,2.87,GB,1685372917
461,tabou,4.423,-7.3528,28.31,77,68,3.95,CI,1685372919
462,vanderhoof,54.0166,-124.0198,10.5,54,0,2.45,CA,1685372919
463,gorontalo,0.5412,123.0595,24.45,92,3,1.38,ID,1685372920
464,nanakuli,21.3906,-158.1547,23.03,86,0,2.06,US,1685372920
465,loralai,30.3705,68.598,24.41,41,92,6.6,PK,1685372921
466,camacha,33.0833,-16.3333,20.68,64,20,4.63,PT,1685372922
467,ilheus,-14.7889,-39.0494,28.93,56,10,2.86,BR,1685372922
468,igrim,63.1906,64.4162,20.9,63,83,5.18,RU,1685372924
469,tezu,27.9167,96.1667,26.86,57,0,1.93,IN,1685372924
470,craig,40.5153,-107.5464,13.79,54,0,0.0,US,1685372925
471,salinopolis,-0.6136,-47.3561,28.73,76,75,5.41,BR,1685372925
472,mezen,65.8522,44.24,15.87,40,74,5.18,RU,1685372926
473,forio,40.7342,13.8646,23.76,82,75,4.92,IT,1685372926
474,iskateley,67.6803,53.1512,8.37,90,100,2.44,RU,1685372927
475,darbhanga,26.1667,85.9,34.55,28,3,2.92,IN,1685372928
476,awjilah,29.1081,21.2869,31.11,17,0,3.6,LY,1685372928
477,luanda,-8.8368,13.2343,24.4,75,1,7.32,AO,1685372928
478,ellisras,-23.6649,27.7443,24.21,29,52,3.12,ZA,1685372924
479,furmanov,57.2508,41.1058,17.81,57,5,2.59,RU,1685372929
480,boffa,10.1667,-14.0333,33.06,58,71,2.4,GN,1685372929
481,yinchuan,38.4681,106.2731,17.76,61,0,0.98,CN,1685372753
482,shitanjing,39.2342,106.3439,14.83,72,44,1.94,CN,1685372722
483,scottsbluff,41.8666,-103.6672,22.1,54,0,3.09,US,1685372930
484,albufeira,37.0882,-8.2503,20.91,79,86,8.12,PT,1685372669
485,hofn,64.2539,-15.2082,11.01,82,20,9.26,IS,1685372930
486,savannah bight,16.45,-85.85,28.49,75,82,6.12,HN,1685372930
487,kashi,39.4547,75.9797,23.89,16,22,3.51,CN,1685372931
488,kongolo,-5.3833,27.0,32.01,42,61,0.76,CD,1685372931
489,anori,-3.7728,-61.6442,33.07,53,39,1.45,BR,1685372931
490,faya,18.3851,42.4509,16.29,84,99,6.07,SA,1685372931
491,pedra branca,-5.4542,-39.7172,30.12,49,50,2.87,BR,1685372932
492,ewa beach,21.3156,-158.0072,23.02,85,0,2.06,US,1685372932
493,aasiaat,68.7098,-52.8699,-3.84,70,97,3.67,GL,1685372932
494,bathsheba,13.2167,-59.5167,30.34,66,40,5.14,BB,1685372932
495,puri,19.8,85.85,30.29,87,10,5.82,IN,1685372932
496,shache,38.4167,77.2406,24.78,14,90,2.89,CN,1685372933
497,dolores,-36.3132,-57.6792,10.54,66,100,3.57,AR,1685372933
498,kharp,66.8014,65.8081,8.46,80,100,4.67,RU,1685372934
499,thinadhoo,0.5333,72.9333,28.99,72,64,4.99,MV,1685372934
500,awbari,26.5921,12.7805,38.02,9,0,9.84,LY,1685372934
501,guilin,25.2819,110.2864,26.01,81,0,0.42,CN,1685372934
502,bac lieu,9.285,105.7244,28.29,78,100,4.37,VN,1685372935
503,puerto leguizamo,-0.1934,-74.7819,29.24,68,55,0.55,CO,1685372935
504,the valley,18.217,-63.0578,28.94,74,40,5.14,AI,1685372936
505,laguna,38.421,-121.4238,14.6,81,40,4.63,US,1685372746
506,orzhytsya,49.7918,32.7012,20.36,57,34,3.77,UA,1685372937
507,arman,59.7,150.1667,10.01,72,23,4.07,RU,1685372937
508,iquique,-20.2208,-70.1431,20.02,72,1,0.68,CL,1685372303
509,katima mulilo,-17.5,24.2667,30.31,14,5,2.35,NA,1685372938
510,bahia blanca,-38.7196,-62.2724,13.79,54,100,4.92,AR,1685372749
511,rodrigues alves,-7.738,-72.6509,28.19,75,73,0.69,BR,1685372939
512,malmesbury,-33.4608,18.7271,14.87,76,99,0.58,ZA,1685372939
513,pak phanang,8.3511,100.202,27.1,80,99,4.69,TH,1685372939
514,kupang,-10.1667,123.5833,24.32,83,20,4.12,ID,1685372939
515,nanaimo,49.1663,-123.936,15.98,86,100,3.09,CA,1685372651
516,concordia,-31.393,-58.0209,11.55,83,89,3.58,AR,1685372844
517,kindu,-2.95,25.95,29.42,59,100,1.85,CD,1685372940
518,lompoc,34.6391,-120.4579,14.36,79,100,0.45,US,1685372940
519,demidov,55.2706,31.515,18.74,49,42,3.73,RU,1685372941
520,san lorenzo,-25.3333,-57.5333,20.52,68,20,1.03,PY,1685372941
521,namatanai,-3.6667,152.4333,26.79,81,35,3.13,PG,1685372941
522,gallup,35.5281,-108.7426,17.91,24,0,1.54,US,1685372942
523,muroto,33.2833,134.15,22.12,98,100,4.68,JP,1685372943
524,liuli,-11.0833,34.6333,24.9,63,22,2.5,TZ,1685372943
525,canhotinho,-8.8822,-36.1911,28.04,54,22,4.39,BR,1685372944
526,lingao,19.9103,109.6859,26.25,81,0,3.31,CN,1685372944
527,bantry,51.6833,-9.45,16.23,70,91,4.46,IE,1685372945
528,nishihara,26.1842,127.7558,26.6,90,100,7.2,JP,1685372946
529,hualmay,-11.0964,-77.6139,22.62,76,79,3.41,PE,1685372947
530,champerico,14.3,-91.9167,28.18,71,71,2.02,GT,1685372947
531,neyyattinkara,8.4,77.0833,31.92,88,100,1.83,IN,1685372948
532,sorland,67.667,12.6934,6.92,81,48,2.33,NO,1685372949
533,bay roberts,47.5999,-53.2648,9.25,77,97,2.68,CA,1685372754
534,westport,41.1415,-73.3579,25.47,49,56,3.13,US,1685372721
535,chipinge,-20.1883,32.6236,19.36,51,0,2.56,ZW,1685372951
536,canaries,28.0,-15.5,18.98,64,75,2.57,ES,1685372951
537,matay,28.419,30.7792,32.76,18,2,3.4,EG,1685372952
538,quebo,11.3333,-14.9333,36.99,40,70,4.79,GW,1685372952
539,mayo,38.8876,-76.5119,24.64,81,100,3.6,US,1685372953
540,tuy hoa,13.0833,109.3,25.93,89,27,0.96,VN,1685372954
541,coahuayana,18.7333,-103.6833,31.87,50,0,0.95,MX,1685372955
542,road town,18.4167,-64.6167,30.02,66,40,4.63,VG,1685372955
543,shelburne,44.0787,-80.2041,22.64,47,77,3.85,CA,1685372406
544,saint anthony,45.0205,-93.218,25.61,40,0,5.14,US,1685372774
545,jagdalpur,19.0667,82.0333,29.31,45,90,4.47,IN,1685372956
546,pisco,-13.7,-76.2167,22.03,73,100,5.14,PE,1685372727
547,dubbo,-32.25,148.6167,4.07,93,100,1.54,AU,1685372959
548,ternate,0.8,127.4,27.6,77,0,2.48,ID,1685372960
549,nikolayevsk-na-amure,53.1406,140.73,2.44,75,20,1.74,RU,1685372948
550,khani,41.9563,42.9566,22.76,67,75,0.21,GE,1685372961
551,nokaneng,-19.6667,22.2667,30.41,18,95,3.26,BW,1685372961
552,coihaique,-45.5752,-72.0662,6.34,75,75,2.57,CL,1685372962
553,honiara,-9.4333,159.95,25.09,87,46,2.94,SB,1685372705
554,mao,39.8885,4.2658,19.31,77,75,2.06,ES,1685372963
555,udgir,18.3833,77.1167,34.81,23,83,1.42,IN,1685372963
556,king city,36.2127,-121.126,14.38,76,100,1.03,US,1685372964
557,santo tomas,14.1079,121.1414,29.2,86,100,4.76,PH,1685372965
558,diffa,13.3154,12.6113,40.38,7,69,2.49,NE,1685372965
559,cacule,-14.5033,-42.2222,32.16,30,36,1.65,BR,1685372966
560,kiunga,-6.1219,141.2906,22.85,99,100,0.67,PG,1685372967
561,port hardy,50.6996,-127.4199,11.1,82,75,2.57,CA,1685372807
562,artyom,40.4723,50.333,27.08,59,17,4.21,AZ,1685372968
563,mitsamiouli,-11.3847,43.2844,27.01,74,20,2.66,KM,1685372969
564,sakakah,29.9697,40.2064,29.76,80,93,11.58,SA,1685372970
565,miracema do tocantins,-9.5618,-48.3967,32.09,46,10,2.6,BR,1685372970
566,sao joao da barra,-21.6403,-41.0511,23.05,81,81,6.46,BR,1685372971
567,macusani,-14.0833,-70.4333,8.41,57,100,2.43,PE,1685372971
568,prince albert,53.2001,-105.7677,15.97,82,20,5.14,CA,1685372794
569,port blair,11.6667,92.75,28.02,78,75,1.54,IN,1685372729
570,changli,39.7042,119.1506,20.19,45,100,1.87,CN,1685372973
571,carballo,43.213,-8.691,21.7,82,44,3.31,ES,1685372973
572,szentgotthard,46.9526,16.2736,25.52,51,68,4.01,HU,1685372973
573,donnacona,46.6804,-71.7239,15.57,43,90,4.33,CA,1685372974
574,sao gabriel da cachoeira,-0.1303,-67.0892,29.58,73,47,0.44,BR,1685372974
575,meulaboh,4.1363,96.1285,25.67,86,84,1.41,ID,1685372975
576,amli,20.2833,73.0167,29.22,72,0,4.46,IN,1685372976
577,sao paulo de olivenca,-3.3783,-68.8725,31.0,62,69,1.12,BR,1685372977
578,konstantinovsk,47.5828,41.0922,20.77,86,100,5.21,RU,1685372977
579,pringsewu,-5.3582,104.9744,23.67,94,30,1.78,ID,1685372978
580,meadow lake,34.8014,-106.5436,24.42,30,0,2.53,US,1685372979
581,diveyevo,55.0433,43.2418,19.14,56,12,1.1,RU,1685372979
582,port macquarie,-31.4333,152.9167,7.16,70,1,2.55,AU,1685372980
583,hauterive,46.0901,3.4459,26.42,36,15,4.43,FR,1685372980
584,adeje,28.1227,-16.726,22.83,87,40,4.12,ES,1685372981
585,okato,-39.2,173.8833,16.21,99,82,3.58,NZ,1685372942
586,yatou,37.15,122.3833,17.27,84,12,2.88,CN,1685372982
587,zhigalovo,54.8097,105.1578,10.8,50,100,2.73,RU,1685372983
